ward,precinct,office,district,party,candidate,votes
2,5,president,,REP, BUSH/CHENEY ,600 
2,5,president,,IND, NADER/CAMEJO ,16 
2,5,president,,,Write in,8 
2,5,president,,,Total,"2,410 "
2,5,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1753 
2,5,delegate,At Large,REP, MICHAEL ANDREW MONROE ,523 
2,5,delegate,At Large,,Write in,14 
2,5,delegate,At Large,,Total,"2,290 "
2,5,council,,REP, CAROL SCHWARTZ ,1509 
2,5,council,,SGN, LAURENT ROSS ,237 
2,5,council,,DEM, KWAME R. BROWN ,1215 
2,5,council,,IND, A.D. ''TONY'' DOMINGUEZ ,198 
2,5,council,,,Write in,32 
2,5,council,,,Total,"3,191 "
2,5,council,,DEM, JACK EVANS ,1820 
2,5,council,,SGN, JAY HOUSTON MARX ,128 
2,5,council,,REP," JESSE JAMES PRICE, SR. ",278 
2,5,council,,,Write in,10 
2,5,council,,,Total,"2,236 "
2,5,shadow senator,,DEM, RAY BROWNE ,1443 
2,5,shadow senator,,SGN, ADAM EIDINGER ,288 
2,5,shadow senator,,,Write in,35 
2,5,shadow senator,,,Total,"1,766 "
2,5,board of education,,,JEFF SMITH ,376 
2,5,board of education,,,ELEANOR JOHNSON ,300 
2,5,board of education,,,CHRISTOPHER McKEON ,151 
2,5,board of education,,,KEENAN KELLER ,816 
2,5,board of education,,,Write in,29 
2,5,board of education,,,Total,"1,672 "
2,6,president,,DEM, KERRY/EDWARDS ,1793 
2,6,president,,SGN, COBB/LaMARCHE ,6 
2,6,president,,LIB, BADNARIK/CAMPAGNA ,7 
2,6,president,,SWP, HARRIS/TROWE ,0 
2,6,president,,REP, BUSH/CHENEY ,693 
2,6,president,,IND, NADER/CAMEJO ,31 
2,6,president,,,Write in,9 
2,6,president,,,Total,"2,539 "
2,6,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1796 
2,6,delegate,At Large,REP, MICHAEL ANDREW MONROE ,594 
2,6,delegate,At Large,,Write in,7 
2,6,delegate,At Large,,Total,"2,397 "
2,6,council,,REP, CAROL SCHWARTZ ,1563 
2,6,council,,SGN, LAURENT ROSS ,228 
2,6,council,,DEM, KWAME R. BROWN ,1322 
2,6,council,,IND, A.D. ''TONY'' DOMINGUEZ ,218 
2,6,council,,,Write in,16 
2,6,council,,,Total,"3,347 "
2,6,council,,DEM, JACK EVANS ,1851 
2,6,council,,SGN, JAY HOUSTON MARX ,123 
2,6,council,,REP," JESSE JAMES PRICE, SR. ",335 
2,6,council,,,Write in,13 
2,6,council,,,Total,"2,322 "
2,6,shadow senator,,DEM, RAY BROWNE ,1533 
2,6,shadow senator,,SGN, ADAM EIDINGER ,353 
2,6,shadow senator,,,Write in,31 
2,6,shadow senator,,,Total,"1,917 "
2,6,board of education,,,JEFF SMITH ,528 
2,6,board of education,,,ELEANOR JOHNSON ,310 
2,6,board of education,,,CHRISTOPHER McKEON ,179 
2,6,board of education,,,KEENAN KELLER ,793 
2,6,board of education,,,Write in,21 
2,6,board of education,,,Total,"1,831 "
3,7,president,,DEM, KERRY/EDWARDS ,871 
3,7,president,,SGN, COBB/LaMARCHE ,6 
3,7,president,,LIB, BADNARIK/CAMPAGNA ,7 
3,7,president,,SWP, HARRIS/TROWE ,0 
3,7,president,,REP, BUSH/CHENEY ,347 
3,7,president,,IND, NADER/CAMEJO ,8 
3,7,president,,,Write in,6 
3,7,president,,,Total,"1,245 "
3,7,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,862 
3,7,delegate,At Large,REP, MICHAEL ANDREW MONROE ,325 
3,7,delegate,At Large,,Write in,6 
3,7,delegate,At Large,,Total,"1,193 "
3,7,council,,REP, CAROL SCHWARTZ ,792 
3,7,council,,SGN, LAURENT ROSS ,122 
3,7,council,,DEM, KWAME R. BROWN ,651 
3,7,council,,IND, A.D. ''TONY'' DOMINGUEZ ,131 
3,7,council,,,Write in,10 
3,7,council,,,Total,"1,706 "
3,7,shadow senator,,DEM, RAY BROWNE ,752 
3,7,shadow senator,,SGN, ADAM EIDINGER ,193 
3,7,shadow senator,,,Write in,14 
3,7,shadow senator,,,Total,959 
3,7,board of education,,,DWIGHT E. SINGLETON ,41 
3,7,board of education,,,HUGH ALLEN ,194 
3,7,board of education,,,TOM DAWSON ,42 
3,7,board of education,,,DAVID A. JORDAN ,25 
3,7,board of education,,,LAURA McGIFFERT SLOVER ,370 
3,7,board of education,,,VICTOR REINOSO ,224 
3,7,board of education,,,MAI ABDUL RAHMAN ,80 
3,7,board of education,,,Write in,9 
3,7,board of education,,,Total,985 
3,9,president,,DEM, KERRY/EDWARDS ,780 
3,9,president,,SGN, COBB/LaMARCHE ,0 
3,9,president,,LIB, BADNARIK/CAMPAGNA ,3 
3,9,president,,SWP, HARRIS/TROWE ,0 
3,9,president,,REP, BUSH/CHENEY ,498 
3,9,president,,IND, NADER/CAMEJO ,13 
3,9,president,,,Write in,2 
3,9,president,,,Total,"1,296 "
3,9,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,825 
3,9,delegate,At Large,REP, MICHAEL ANDREW MONROE ,401 
3,9,delegate,At Large,,Write in,3 
3,9,delegate,At Large,,Total,"1,229 "
3,9,council,,REP, CAROL SCHWARTZ ,967 
3,9,council,,SGN, LAURENT ROSS ,80 
3,9,council,,DEM, KWAME R. BROWN ,587 
3,9,council,,IND, A.D. ''TONY'' DOMINGUEZ ,106 
3,9,council,,,Write in,8 
3,9,council,,,Total,"1,748 "
3,9,shadow senator,,DEM, RAY BROWNE ,698 
3,9,shadow senator,,SGN, ADAM EIDINGER ,129 
3,9,shadow senator,,,Write in,15 
3,9,shadow senator,,,Total,842 
3,9,board of education,,,DWIGHT E. SINGLETON ,39 
3,9,board of education,,,HUGH ALLEN ,258 
3,9,board of education,,,TOM DAWSON ,62 
3,9,board of education,,,DAVID A. JORDAN ,13 
3,9,board of education,,,LAURA McGIFFERT SLOVER ,358 
3,9,board of education,,,VICTOR REINOSO ,290 
3,9,board of education,,,MAI ABDUL RAHMAN ,40 
3,9,board of education,,,Write in,7 
3,9,board of education,,,Total,"1,067 "
3,10,president,,DEM, KERRY/EDWARDS ,1521 
3,10,president,,SGN, COBB/LaMARCHE ,3 
3,10,president,,LIB, BADNARIK/CAMPAGNA ,3 
3,10,president,,SWP, HARRIS/TROWE ,3 
3,10,president,,REP, BUSH/CHENEY ,491 
3,10,president,,IND, NADER/CAMEJO ,12 
3,10,president,,,Write in,5 
3,10,president,,,Total,"2,038 "
3,10,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1553 
3,10,delegate,At Large,REP, MICHAEL ANDREW MONROE ,389 
3,10,delegate,At Large,,Write in,9 
3,10,delegate,At Large,,Total,"1,951 "
3,10,council,,REP, CAROL SCHWARTZ ,1366 
3,10,council,,SGN, LAURENT ROSS ,149 
3,10,council,,DEM, KWAME R. BROWN ,1094 
3,10,council,,IND, A.D. ''TONY'' DOMINGUEZ ,211 
3,10,council,,,Write in,14 
3,10,council,,,Total,"2,834 "
3,10,shadow senator,,DEM, RAY BROWNE ,1251 
3,10,shadow senator,,SGN, ADAM EIDINGER ,210 
3,10,shadow senator,,,Write in,22 
3,10,shadow senator,,,Total,"1,483 "
3,10,board of education,,,DWIGHT E. SINGLETON ,63 
3,10,board of education,,,HUGH ALLEN ,349 
3,10,board of education,,,TOM DAWSON ,93 
3,10,board of education,,,DAVID A. JORDAN ,25 
3,10,board of education,,,LAURA McGIFFERT SLOVER ,573 
3,10,board of education,,,VICTOR REINOSO ,460 
3,10,board of education,,,MAI ABDUL RAHMAN ,110 
3,10,board of education,,,Write in,4 
3,10,board of education,,,Total,"1,677 "
3,11,president,,DEM, KERRY/EDWARDS ,2534 
3,11,president,,SGN, COBB/LaMARCHE ,14 
3,11,president,,LIB, BADNARIK/CAMPAGNA ,9 
3,11,president,,SWP, HARRIS/TROWE ,2 
3,11,president,,REP, BUSH/CHENEY ,646 
3,11,president,,IND, NADER/CAMEJO ,30 
3,11,president,,,Write in,11 
3,11,president,,,Total,"3,246 "
3,11,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2505 
3,11,delegate,At Large,REP, MICHAEL ANDREW MONROE ,602 
3,11,delegate,At Large,,Write in,16 
3,11,delegate,At Large,,Total,"3,123 "
3,11,council,,REP, CAROL SCHWARTZ ,1598 
3,11,council,,SGN, LAURENT ROSS ,448 
3,11,council,,DEM, KWAME R. BROWN ,1938 
3,11,council,,IND, A.D. ''TONY'' DOMINGUEZ ,334 
3,11,council,,,Write in,33 
3,11,council,,,Total,"4,351 "
3,11,shadow senator,,DEM, RAY BROWNE ,2038 
3,11,shadow senator,,SGN, ADAM EIDINGER ,576 
3,11,shadow senator,,,Write in,43 
3,11,shadow senator,,,Total,"2,657 "
3,11,board of education,,,DWIGHT E. SINGLETON ,75 
3,11,board of education,,,HUGH ALLEN ,553 
3,11,board of education,,,TOM DAWSON ,88 
3,11,board of education,,,DAVID A. JORDAN ,113 
3,11,board of education,,,LAURA McGIFFERT SLOVER ,937 
3,11,board of education,,,VICTOR REINOSO ,740 
3,11,board of education,,,MAI ABDUL RAHMAN ,138 
3,11,board of education,,,Write in,18 
3,11,board of education,,,Total,"2,662 "
3,12,president,,DEM, KERRY/EDWARDS ,385 
3,12,president,,SGN, COBB/LaMARCHE ,0 
3,12,president,,LIB, BADNARIK/CAMPAGNA ,4 
3,12,president,,SWP, HARRIS/TROWE ,0 
3,12,president,,REP, BUSH/CHENEY ,176 
3,12,president,,IND, NADER/CAMEJO ,4 
3,12,president,,,Write in,3 
3,12,president,,,Total,572 
3,12,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,403 
3,12,delegate,At Large,REP, MICHAEL ANDREW MONROE ,145 
3,12,delegate,At Large,,Write in,2 
3,12,delegate,At Large,,Total,550 
3,12,council,,REP, CAROL SCHWARTZ ,409 
3,12,council,,SGN, LAURENT ROSS ,45 
3,12,council,,DEM, KWAME R. BROWN ,285 
3,12,council,,IND, A.D. ''TONY'' DOMINGUEZ ,57 
3,12,council,,,Write in,6 
3,12,council,,,Total,802 
3,12,shadow senator,,DEM, RAY BROWNE ,322 
3,12,shadow senator,,SGN, ADAM EIDINGER ,68 
3,12,shadow senator,,,Write in,7 
3,12,shadow senator,,,Total,397 
3,12,board of education,,,DWIGHT E. SINGLETON ,21 
3,12,board of education,,,HUGH ALLEN ,101 
3,12,board of education,,,TOM DAWSON ,58 
3,12,board of education,,,DAVID A. JORDAN ,7 
3,12,board of education,,,LAURA McGIFFERT SLOVER ,132 
3,12,board of education,,,VICTOR REINOSO ,126 
3,12,board of education,,,MAI ABDUL RAHMAN ,28 
3,12,board of education,,,Write in,4 
3,12,board of education,,,Total,477 
2,13,president,,DEM, KERRY/EDWARDS ,1030 
2,13,president,,SGN, COBB/LaMARCHE ,1 
2,13,president,,LIB, BADNARIK/CAMPAGNA ,7 
2,13,president,,SWP, HARRIS/TROWE ,0 
2,13,president,,REP, BUSH/CHENEY ,252 
2,13,president,,IND, NADER/CAMEJO ,16 
2,13,president,,,Write in,5 
2,13,president,,,Total,"1,311 "
2,13,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1020 
2,13,delegate,At Large,REP, MICHAEL ANDREW MONROE ,226 
2,13,delegate,At Large,,Write in,3 
2,13,delegate,At Large,,Total,"1,249 "
2,13,council,,REP, CAROL SCHWARTZ ,774 
2,13,council,,SGN, LAURENT ROSS ,153 
2,13,council,,DEM, KWAME R. BROWN ,736 
2,13,council,,IND, A.D. ''TONY'' DOMINGUEZ ,128 
2,13,council,,,Write in,5 
2,13,council,,,Total,"1,796 "
2,13,council,,DEM, JACK EVANS ,995 
2,13,council,,SGN, JAY HOUSTON MARX ,72 
2,13,council,,REP," JESSE JAMES PRICE, SR. ",116 
2,13,council,,,Write in,2 
2,13,council,,,Total,"1,185 "
2,13,shadow senator,,DEM, RAY BROWNE ,753 
2,13,shadow senator,,SGN, ADAM EIDINGER ,174 
2,13,shadow senator,,,Write in,16 
2,13,shadow senator,,,Total,943 
2,13,board of education,,,JEFF SMITH ,262 
2,13,board of education,,,ELEANOR JOHNSON ,166 
2,13,board of education,,,CHRISTOPHER McKEON ,94 
2,13,board of education,,,KEENAN KELLER ,329 
2,13,board of education,,,Write in,11 
2,13,board of education,,,Total,862 
2,14,president,,DEM, KERRY/EDWARDS ,2042 
2,14,president,,SGN, COBB/LaMARCHE ,9 
2,14,president,,LIB, BADNARIK/CAMPAGNA ,18 
2,14,president,,SWP, HARRIS/TROWE ,1 
2,14,president,,REP, BUSH/CHENEY ,324 
2,14,president,,IND, NADER/CAMEJO ,37 
2,14,president,,,Write in,5 
2,14,president,,,Total,"2,436 "
2,14,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1998 
2,14,delegate,At Large,REP, MICHAEL ANDREW MONROE ,330 
2,14,delegate,At Large,,Write in,10 
2,14,delegate,At Large,,Total,"2,338 "
2,14,council,,REP, CAROL SCHWARTZ ,1196 
2,14,council,,SGN, LAURENT ROSS ,413 
2,14,council,,DEM, KWAME R. BROWN ,1458 
2,14,council,,IND, A.D. ''TONY'' DOMINGUEZ ,218 
2,14,council,,,Write in,29 
2,14,council,,,Total,"3,314 "
2,14,council,,DEM, JACK EVANS ,1808 
2,14,council,,SGN, JAY HOUSTON MARX ,217 
2,14,council,,REP," JESSE JAMES PRICE, SR. ",191 
2,14,council,,,Write in,8 
2,14,council,,,Total,"2,224 "
2,14,shadow senator,,DEM, RAY BROWNE ,1558 
2,14,shadow senator,,SGN, ADAM EIDINGER ,411 
2,14,shadow senator,,,Write in,21 
2,14,shadow senator,,,Total,"1,990 "
2,14,board of education,,,JEFF SMITH ,450 
2,14,board of education,,,ELEANOR JOHNSON ,351 
2,14,board of education,,,CHRISTOPHER McKEON ,176 
2,14,board of education,,,KEENAN KELLER ,687 
2,14,board of education,,,Write in,19 
2,14,board of education,,,Total,"1,683 "
2,15,president,,DEM, KERRY/EDWARDS ,2392 
2,15,president,,SGN, COBB/LaMARCHE ,12 
2,15,president,,LIB, BADNARIK/CAMPAGNA ,16 
2,15,president,,SWP, HARRIS/TROWE ,3 
2,15,president,,REP, BUSH/CHENEY ,257 
2,15,president,,IND, NADER/CAMEJO ,27 
2,15,president,,,Write in,16 
2,15,president,,,Total,"2,723 "
2,15,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2341 
2,15,delegate,At Large,REP, MICHAEL ANDREW MONROE ,269 
2,15,delegate,At Large,,Write in,13 
2,15,delegate,At Large,,Total,"2,623 "
2,15,council,,REP, CAROL SCHWARTZ ,1345 
2,15,council,,SGN, LAURENT ROSS ,555 
2,15,council,,DEM, KWAME R. BROWN ,1772 
2,15,council,,IND, A.D. ''TONY'' DOMINGUEZ ,219 
2,15,council,,,Write in,27 
2,15,council,,,Total,"3,918 "
2,15,council,,DEM, JACK EVANS ,2085 
2,15,council,,SGN, JAY HOUSTON MARX ,221 
2,15,council,,REP," JESSE JAMES PRICE, SR. ",169 
2,15,council,,,Write in,10 
2,15,council,,,Total,"2,485 "
2,15,shadow senator,,DEM, RAY BROWNE ,1772 
2,15,shadow senator,,SGN, ADAM EIDINGER ,485 
2,15,shadow senator,,,Write in,17 
2,15,shadow senator,,,Total,"2,274 "
2,15,board of education,,,JEFF SMITH ,537 
2,15,board of education,,,ELEANOR JOHNSON ,352 
2,15,board of education,,,CHRISTOPHER McKEON ,173 
2,15,board of education,,,KEENAN KELLER ,937 
2,15,board of education,,,Write in,11 
2,15,board of education,,,Total,"2,010 "
2,16,president,,DEM, KERRY/EDWARDS ,1950 
2,16,president,,SGN, COBB/LaMARCHE ,7 
2,16,president,,LIB, BADNARIK/CAMPAGNA ,9 
2,16,president,,SWP, HARRIS/TROWE ,1 
2,16,president,,REP, BUSH/CHENEY ,217 
2,16,president,,IND, NADER/CAMEJO ,13 
2,16,president,,,Write in,11 
2,16,president,,,Total,"2,208 "
2,16,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1892 
2,16,delegate,At Large,REP, MICHAEL ANDREW MONROE ,246 
2,16,delegate,At Large,,Write in,6 
2,16,delegate,At Large,,Total,"2,144 "
2,16,council,,REP, CAROL SCHWARTZ ,1025 
2,16,council,,SGN, LAURENT ROSS ,361 
2,16,council,,DEM, KWAME R. BROWN ,1433 
2,16,council,,IND, A.D. ''TONY'' DOMINGUEZ ,208 
2,16,council,,,Write in,30 
2,16,council,,,Total,"3,057 "
2,16,council,,DEM, JACK EVANS ,1703 
2,16,council,,SGN, JAY HOUSTON MARX ,212 
2,16,council,,REP," JESSE JAMES PRICE, SR. ",156 
2,16,council,,,Write in,4 
2,16,council,,,Total,"2,075 "
2,16,shadow senator,,DEM, RAY BROWNE ,1485 
2,16,shadow senator,,SGN, ADAM EIDINGER ,386 
2,16,shadow senator,,,Write in,28 
2,16,shadow senator,,,Total,"1,899 "
2,16,board of education,,,JEFF SMITH ,626 
2,16,board of education,,,ELEANOR JOHNSON ,384 
2,16,board of education,,,CHRISTOPHER McKEON ,186 
2,16,board of education,,,KEENAN KELLER ,435 
2,16,board of education,,,Write in,26 
2,16,board of education,,,Total,"1,657 "
2,17,president,,DEM, KERRY/EDWARDS ,2374 
2,17,president,,SGN, COBB/LaMARCHE ,11 
2,17,president,,LIB, BADNARIK/CAMPAGNA ,12 
2,17,president,,SWP, HARRIS/TROWE ,0 
2,17,president,,REP, BUSH/CHENEY ,330 
2,17,president,,IND, NADER/CAMEJO ,25 
2,17,president,,,Write in,8 
2,17,president,,,Total,"2,760 "
2,17,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2363 
2,17,delegate,At Large,REP, MICHAEL ANDREW MONROE ,310 
2,17,delegate,At Large,,Write in,13 
2,17,delegate,At Large,,Total,"2,686 "
2,17,council,,REP, CAROL SCHWARTZ ,1266 
2,17,council,,SGN, LAURENT ROSS ,391 
2,17,council,,DEM, KWAME R. BROWN ,1802 
2,17,council,,IND, A.D. ''TONY'' DOMINGUEZ ,313 
2,17,council,,,Write in,22 
2,17,council,,,Total,"3,794 "
2,17,council,,DEM, JACK EVANS ,2164 
2,17,council,,SGN, JAY HOUSTON MARX ,217 
2,17,council,,REP," JESSE JAMES PRICE, SR. ",213 
2,17,council,,,Write in,11 
2,17,council,,,Total,"2,605 "
2,17,shadow senator,,DEM, RAY BROWNE ,1933 
2,17,shadow senator,,SGN, ADAM EIDINGER ,437 
2,17,shadow senator,,,Write in,23 
2,17,shadow senator,,,Total,"2,393 "
2,17,board of education,,,JEFF SMITH ,840 
2,17,board of education,,,ELEANOR JOHNSON ,378 
2,17,board of education,,,CHRISTOPHER McKEON ,197 
2,17,board of education,,,KEENAN KELLER ,752 
2,17,board of education,,,Write in,19 
2,17,board of education,,,Total,"2,186 "
2,18,president,,DEM, KERRY/EDWARDS ,1959 
2,18,president,,SGN, COBB/LaMARCHE ,10 
2,18,president,,LIB, BADNARIK/CAMPAGNA ,5 
2,18,president,,SWP, HARRIS/TROWE ,1 
2,18,president,,REP, BUSH/CHENEY ,104 
2,18,president,,IND, NADER/CAMEJO ,18 
2,18,president,,,Write in,3 
2,18,president,,,Total,"2,100 "
2,18,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1945 
2,18,delegate,At Large,REP, MICHAEL ANDREW MONROE ,94 
2,18,delegate,At Large,,Write in,6 
2,18,delegate,At Large,,Total,"2,045 "
2,18,council,,REP, CAROL SCHWARTZ ,697 
2,18,council,,SGN, LAURENT ROSS ,256 
2,18,council,,DEM, KWAME R. BROWN ,1590 
2,18,council,,IND, A.D. ''TONY'' DOMINGUEZ ,132 
2,18,council,,,Write in,12 
2,18,council,,,Total,"2,687 "
2,18,council,,DEM, JACK EVANS ,1783 
2,18,council,,SGN, JAY HOUSTON MARX ,148 
2,18,council,,REP," JESSE JAMES PRICE, SR. ",69 
2,18,council,,,Write in,11 
2,18,council,,,Total,"2,011 "
2,18,shadow senator,,DEM, RAY BROWNE ,1652 
2,18,shadow senator,,SGN, ADAM EIDINGER ,239 
2,18,shadow senator,,,Write in,10 
2,18,shadow senator,,,Total,"1,901 "
2,18,board of education,,,JEFF SMITH ,895 
2,18,board of education,,,ELEANOR JOHNSON ,444 
2,18,board of education,,,CHRISTOPHER McKEON ,101 
2,18,board of education,,,KEENAN KELLER ,336 
2,18,board of education,,,Write in,11 
2,18,board of education,,,Total,"1,787 "
5,19,president,,DEM, KERRY/EDWARDS ,1887 
5,19,president,,SGN, COBB/LaMARCHE ,9 
5,19,president,,LIB, BADNARIK/CAMPAGNA ,4 
5,19,president,,SWP, HARRIS/TROWE ,1 
5,19,president,,REP, BUSH/CHENEY ,89 
5,19,president,,IND, NADER/CAMEJO ,10 
5,19,president,,,Write in,3 
5,19,president,,,Total,"2,003 "
5,19,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1904 
5,19,delegate,At Large,REP, MICHAEL ANDREW MONROE ,72 
5,19,delegate,At Large,,Write in,7 
5,19,delegate,At Large,,Total,"1,983 "
5,19,council,,REP, CAROL SCHWARTZ ,618 
5,19,council,,SGN, LAURENT ROSS ,184 
5,19,council,,DEM, KWAME R. BROWN ,1617 
5,19,council,,IND, A.D. ''TONY'' DOMINGUEZ ,111 
5,19,council,,,Write in,11 
5,19,council,,,Total,"2,541 "
5,19,shadow senator,,DEM, RAY BROWNE ,1620 
5,19,shadow senator,,SGN, ADAM EIDINGER ,216 
5,19,shadow senator,,,Write in,8 
5,19,shadow senator,,,Total,"1,844 "
1,20,president,,DEM, KERRY/EDWARDS ,816 
1,20,president,,SGN, COBB/LaMARCHE ,3 
1,20,president,,LIB, BADNARIK/CAMPAGNA ,2 
1,20,president,,SWP, HARRIS/TROWE ,0 
1,20,president,,REP, BUSH/CHENEY ,27 
1,20,president,,IND, NADER/CAMEJO ,6 
1,20,president,,,Write in,1 
1,20,president,,,Total,855 
